# HB Z M OV QHEL tau_He tau_H fname
0 0.006 0.300 0.00 0.000 0 3.015e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.30.PMS
0 0.006 0.350 0.00 0.000 0 3.01e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.35.PMS
0 0.006 0.450 0.00 0.000 0 3.013e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.45.PMS
1 0.006 0.482 0.60 0.996 1.373e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.482.PMS.HB
1 0.006 0.483 0.60 0.994 1.364e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.483.PMS.HB
1 0.006 0.484 0.60 0.992 1.361e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.484.PMS.HB
1 0.006 0.485 0.60 0.990 1.346e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.485.PMS.HB
1 0.006 0.490 0.60 0.979 1.326e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.490.PMS.HB
1 0.006 0.495 0.60 0.970 1.296e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.495.PMS.HB
0 0.006 0.500 0.00 0.000 0 3.015e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.50.PMS
1 0.006 0.500 0.60 0.960 1.273e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.500.PMS.HB
1 0.006 0.505 0.60 0.950 1.27e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.505.PMS.HB
1 0.006 0.510 0.60 0.941 1.256e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.510.PMS.HB
1 0.006 0.515 0.60 0.932 1.248e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.515.PMS.HB
1 0.006 0.520 0.60 0.923 1.238e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.520.PMS.HB
1 0.006 0.525 0.60 0.914 1.234e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.525.PMS.HB
1 0.006 0.530 0.60 0.906 1.223e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.530.PMS.HB
1 0.006 0.540 0.60 0.889 1.21e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.540.PMS.HB
0 0.006 0.550 0.00 0.000 0 3.011e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.55.PMS
1 0.006 0.550 0.60 0.872 1.189e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.550.PMS.HB
1 0.006 0.560 0.60 0.857 1.17e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.560.PMS.HB
1 0.006 0.570 0.60 0.842 1.163e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.570.PMS.HB
1 0.006 0.580 0.60 0.827 1.153e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.580.PMS.HB
1 0.006 0.590 0.60 0.813 1.145e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.590.PMS.HB
0 0.006 0.600 0.00 0.000 0 3.01e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.60.PMS
1 0.006 0.600 0.60 0.800 1.13e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.60.PMS.HB
1 0.006 0.620 0.60 0.774 1.128e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.62.PMS.HB
1 0.006 0.640 0.60 0.750 1.112e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.64.PMS.HB
0 0.006 0.650 0.00 0.000 0 3.01e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.65.PMS
1 0.006 0.660 0.60 0.727 1.108e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.66.PMS.HB
1 0.006 0.680 0.60 0.706 1.096e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.68.PMS.HB
0 0.006 0.700 0.00 0.692 1.724e+06 2.632e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.70.PMS
1 0.006 0.700 0.60 0.686 1.097e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.70.PMS.HB
1 0.006 0.720 0.60 0.666 1.097e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.72.PMS.HB
0 0.006 0.750 0.00 0.644 1.729e+06 2.068e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.75.PMS
1 0.006 0.750 0.60 0.640 1.089e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.75.PMS.HB
1 0.006 0.760 0.60 0.631 1.084e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.76.PMS.HB
1 0.006 0.780 0.60 0.615 1.085e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.78.PMS.HB
0 0.006 0.800 0.00 0.602 1.722e+06 1.645e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.80.PMS
1 0.006 0.800 0.60 0.600 1.077e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.80.PMS.HB
0 0.006 0.850 0.00 0.565 1.734e+06 1.323e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.85.PMS
1 0.006 0.850 0.60 0.564 1.067e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.85.PMS.HB
0 0.006 0.900 0.00 0.533 1.68e+06 1.071e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.90.PMS
1 0.006 0.900 0.60 0.533 1.063e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.90.PMS.HB
0 0.006 0.950 0.00 0.504 1.668e+06 8.767e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.95.PMS
1 0.006 0.950 0.60 0.504 1.051e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.95.PMS.HB
0 0.006 1.000 0.00 0.478 1.677e+06 7.22e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.00.PMS
1 0.006 1.000 0.60 0.478 1.056e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.00.PMS.HB
0 0.006 1.050 0.00 0.455 1.686e+06 5.997e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.05.PMS
1 0.006 1.050 0.60 0.454 1.052e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.05.PMS.HB
0 0.006 1.100 0.00 0.434 1.661e+06 5.018e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.10.PMS
1 0.006 1.100 0.60 0.433 1.049e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.10.PMS.HB
0 0.006 1.150 0.10 0.415 1.661e+06 4.267e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.15.PMS
1 0.006 1.150 0.60 0.414 1.04e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.15.PMS.HB
0 0.006 1.200 0.20 0.398 1.718e+06 3.704e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.20.PMS
1 0.006 1.200 0.60 0.397 1.042e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.20.PMS.HB
0 0.006 1.250 0.30 0.382 1.702e+06 3.391e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.25.PMS
1 0.006 1.250 0.60 0.382 1.031e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.25.PMS.HB
0 0.006 1.300 0.40 0.367 1.711e+06 3.167e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.30.PMS
1 0.006 1.300 0.60 0.367 1.026e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.30.PMS.HB
0 0.006 1.350 0.50 0.351 1.673e+06 2.968e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.35.PMS
1 0.006 1.350 0.60 0.351 1.048e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.35.PMS.HB
0 0.006 1.400 0.60 0.334 1.643e+06 2.782e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.40.PMS
1 0.006 1.400 0.60 0.334 1.09e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.40.PMS.HB
0 0.006 1.450 0.60 0.318 1.615e+06 2.503e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.45.PMS
1 0.006 1.450 0.60 0.318 1.136e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.45.PMS.HB
0 0.006 1.500 0.60 0.302 1.041e+06 2.265e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.50.PMS
1 0.006 1.500 0.60 0.302 1.175e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.50.PMS.HB
0 0.006 1.550 0.60 0.286 1.123e+06 2.058e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.55.PMS
1 0.006 1.550 0.60 0.286 1.261e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.55.PMS.HB
0 0.006 1.600 0.60 0.270 1.231e+06 1.876e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.60.PMS
1 0.006 1.600 0.60 0.270 1.369e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.60.PMS.HB
0 0.006 1.650 0.60 0.250 5.854e+06 1.72e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.65.PMS
1 0.006 1.650 0.60 0.250 1.552e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.65.PMS.HB
0 0.006 1.700 0.60 0.282 2.897e+08 1.578e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.70.PMS
1 0.006 1.700 0.60 0.243 1.546e+08 0 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.70.PMS.HB
0 0.006 1.750 0.60 0.275 2.727e+08 1.452e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.75.PMS
0 0.006 1.800 0.60 0.271 2.574e+08 1.344e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.80.PMS
0 0.006 1.850 0.60 0.264 2.398e+08 1.243e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.85.PMS
0 0.006 1.900 0.60 0.260 2.226e+08 1.156e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.90.PMS
0 0.006 1.950 0.60 0.256 2.068e+08 1.076e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.95.PMS
0 0.006 10.000 0.60 0.317 2.086e+06 2.534e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M10.0.PMS
0 0.006 11.000 0.60 0.336 1.515e+06 2.159e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M11.0.PMS
0 0.006 12.000 0.60 0.346 1.315e+06 1.873e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M12.0.PMS
0 0.006 14.000 0.60 0.379 1.206e+06 1.488e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M14.0.PMS
0 0.006 16.000 0.60 0.380 8.927e+05 1.241e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M16.0.PMS
0 0.006 18.000 0.60 0.394 7.62e+05 1.069e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M18.0.PMS
0 0.006 2.000 0.60 0.253 1.915e+08 1.006e+09 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.00.PMS
0 0.006 2.050 0.60 0.251 1.77e+08 9.266e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.05.PMS
0 0.006 2.100 0.60 0.248 1.636e+08 8.674e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.10.PMS
0 0.006 2.150 0.60 0.247 1.523e+08 8.128e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.15.PMS
0 0.006 2.200 0.60 0.245 1.399e+08 7.64e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.20.PMS
0 0.006 2.250 0.60 0.244 1.283e+08 7.192e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.25.PMS
0 0.006 2.300 0.60 0.245 1.191e+08 6.782e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.30.PMS
0 0.006 2.350 0.60 0.246 1.095e+08 6.405e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.35.PMS
0 0.006 2.400 0.60 0.244 1.005e+08 6.054e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.40.PMS
0 0.006 2.600 0.60 0.246 7.404e+07 4.903e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.60.PMS
0 0.006 2.800 0.60 0.248 5.547e+07 4.047e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M2.80.PMS
0 0.006 20.000 0.60 0.414 6.848e+05 9.451e+06 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M20.0.PMS
0 0.006 3.000 0.60 0.248 4.268e+07 3.394e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M3.00.PMS
0 0.006 3.200 0.60 0.241 3.375e+07 2.885e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M3.20.PMS
0 0.006 3.400 0.60 0.230 2.723e+07 2.481e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M3.40.PMS
0 0.006 3.600 0.60 0.221 2.251e+07 2.156e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M3.60.PMS
0 0.006 3.800 0.60 0.213 1.898e+07 1.891e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M3.80.PMS
0 0.006 4.000 0.60 0.207 1.619e+07 1.674e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M4.00.PMS
0 0.006 4.200 0.60 0.201 1.407e+07 1.492e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M4.20.PMS
0 0.006 4.400 0.60 0.196 1.231e+07 1.339e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M4.40.PMS
0 0.006 4.600 0.60 0.190 1.064e+07 1.209e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M4.60.PMS
0 0.006 4.800 0.60 0.187 9.482e+06 1.1e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M4.80.PMS
0 0.006 5.000 0.60 0.184 8.517e+06 1.005e+08 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M5.00.PMS
0 0.006 5.200 0.60 0.182 7.696e+06 9.207e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M5.20.PMS
0 0.006 5.400 0.60 0.180 6.986e+06 8.47e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M5.40.PMS
0 0.006 5.600 0.60 0.183 6.373e+06 7.825e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M5.60.PMS
0 0.006 5.800 0.60 0.188 5.853e+06 7.255e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M5.80.PMS
0 0.006 6.000 0.60 0.193 5.366e+06 6.771e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M6.00.PMS
0 0.006 6.200 0.60 0.203 4.966e+06 6.317e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M6.20.PMS
0 0.006 6.400 0.60 0.270 4.594e+06 5.909e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M6.40.PMS
0 0.006 7.000 0.60 0.301 3.73e+06 4.908e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M7.00.PMS
0 0.006 8.000 0.60 0.312 3.562e+06 3.786e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M8.00.PMS
0 0.006 9.000 0.60 0.316 2.632e+06 3.045e+07 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M9.00.PMS
0 0.008 0.100 0.00 0.000 0 2.985e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.10.PMS
0 0.008 0.120 0.00 0.000 0 2.992e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.12.PMS
0 0.008 0.140 0.00 0.000 0 3.028e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.14.PMS
0 0.008 0.160 0.00 0.000 0 3.008e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.16.PMS
0 0.008 0.200 0.00 0.000 0 2.988e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.20.PMS
0 0.008 0.250 0.00 0.000 0 2.989e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.25.PMS
0 0.008 0.300 0.00 0.000 0 3.014e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.30.PMS
0 0.008 0.350 0.00 0.000 0 2.974e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.35.PMS
0 0.008 0.450 0.00 0.000 0 3.012e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.45.PMS
1 0.008 0.479 0.60 0.998 1.402e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.479.PMS.HB
1 0.008 0.480 0.60 0.996 1.396e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.480.PMS.HB
1 0.008 0.485 0.60 0.985 1.369e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.485.PMS.HB
1 0.008 0.490 0.60 0.975 1.341e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.490.PMS.HB
1 0.008 0.495 0.60 0.965 1.312e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.495.PMS.HB
0 0.008 0.500 0.00 0.000 0 3.009e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.50.PMS
1 0.008 0.500 0.60 0.956 1.297e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.500.PMS.HB
1 0.008 0.505 0.60 0.946 1.294e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.505.PMS.HB
1 0.008 0.510 0.60 0.937 1.277e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.510.PMS.HB
1 0.008 0.515 0.60 0.928 1.272e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.515.PMS.HB
1 0.008 0.520 0.60 0.919 1.266e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.520.PMS.HB
1 0.008 0.525 0.60 0.910 1.262e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.525.PMS.HB
1 0.008 0.530 0.60 0.901 1.249e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.530.PMS.HB
1 0.008 0.540 0.60 0.885 1.232e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.540.PMS.HB
0 0.008 0.550 0.00 0.000 0 3.013e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.55.PMS
1 0.008 0.550 0.60 0.869 1.214e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.550.PMS.HB
1 0.008 0.560 0.60 0.853 1.195e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.560.PMS.HB
1 0.008 0.570 0.60 0.838 1.178e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.570.PMS.HB
1 0.008 0.580 0.60 0.824 1.18e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.580.PMS.HB
1 0.008 0.590 0.60 0.810 1.162e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.590.PMS.HB
0 0.008 0.600 0.00 0.000 0 3.013e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.60.PMS
1 0.008 0.600 0.60 0.796 1.156e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.60.PMS.HB
1 0.008 0.620 0.60 0.771 1.143e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.62.PMS.HB
1 0.008 0.640 0.60 0.746 1.143e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.64.PMS.HB
0 0.008 0.650 0.00 0.000 0 3.011e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.65.PMS
1 0.008 0.660 0.60 0.724 1.136e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.66.PMS.HB
1 0.008 0.680 0.60 0.702 1.13e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.68.PMS.HB
0 0.008 0.700 0.00 0.094 0 2.865e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.70.PMS
1 0.008 0.700 0.60 0.682 1.127e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.70.PMS.HB
1 0.008 0.720 0.60 0.664 1.118e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.72.PMS.HB
0 0.008 0.750 0.00 0.641 1.864e+06 2.245e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.75.PMS
1 0.008 0.750 0.60 0.637 1.114e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.75.PMS.HB
1 0.008 0.760 0.60 0.628 1.112e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.76.PMS.HB
1 0.008 0.780 0.60 0.612 1.113e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.78.PMS.HB
0 0.008 0.800 0.00 0.600 1.891e+06 1.791e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.80.PMS
1 0.008 0.800 0.60 0.597 1.104e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.80.PMS.HB
0 0.008 0.850 0.00 0.563 1.865e+06 1.437e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.85.PMS
1 0.008 0.850 0.60 0.562 1.103e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.85.PMS.HB
0 0.008 0.900 0.00 0.531 1.882e+06 1.163e+10 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.90.PMS
1 0.008 0.900 0.60 0.531 1.092e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.90.PMS.HB
0 0.008 0.950 0.00 0.502 1.822e+06 9.501e+09 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.95.PMS
1 0.008 0.950 0.60 0.502 1.085e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M.95.PMS.HB
0 0.008 1.000 0.00 0.478 1.094e+06 7.818e+09 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.00.PMS
1 0.008 1.000 0.60 0.478 1.075e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.00.PMS.HB
0 0.008 1.050 0.00 0.454 1.097e+06 6.471e+09 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.05.PMS
1 0.008 1.050 0.60 0.454 1.072e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.05.PMS.HB
0 0.008 1.100 0.00 0.433 1.102e+06 5.395e+09 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.10.PMS
1 0.008 1.100 0.60 0.433 1.079e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.10.PMS.HB
1 0.008 1.150 0.60 0.414 1.07e+08 0 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.15.PMS.HB
0 0.008 1.200 0.10 0.397 1.085e+06 3.921e+09 OV0.6_Z0.008_Y0.263/Z0.008Y0.263OUTA1.74_F7_M1.20.PMS
