# M/Mo=2.00 [Fe/H]=-0.50 [a/Fe]= 0.00
#    Age    Log Teff Log g  Log L/Lo   F435W   F475W   F555W   F606W   F625W   F775W   F814W   F850L
 6.74287E+06  4.0422  4.5006  1.3603  1.8281  1.8641  1.8709  1.8718  1.8746  1.9009  1.8905  1.8679
 5.66688E+07  4.0387  4.4778  1.3691  1.7907  1.8254  1.8305  1.8310  1.8331  1.8581  1.8473  1.8231
 1.01472E+08  4.0365  4.4585  1.3795  1.7551  1.7891  1.7932  1.7933  1.7949  1.8193  1.8080  1.7828
 1.42911E+08  4.0348  4.4414  1.3898  1.7217  1.7552  1.7585  1.7583  1.7596  1.7834  1.7719  1.7458
 1.81784E+08  4.0333  4.4251  1.4003  1.6892  1.7221  1.7248  1.7244  1.7254  1.7488  1.7370  1.7101
 2.18517E+08  4.0319  4.4092  1.4104  1.6576  1.6901  1.6921  1.6915  1.6922  1.7152  1.7032  1.6754
 2.55319E+08  4.0304  4.3928  1.4210  1.6247  1.6568  1.6581  1.6574  1.6578  1.6803  1.6680  1.6394
 2.89848E+08  4.0290  4.3766  1.4314  1.5924  1.6240  1.6246  1.6237  1.6238  1.6459  1.6333  1.6039
 3.25939E+08  4.0273  4.3587  1.4425  1.5572  1.5883  1.5881  1.5870  1.5867  1.6083  1.5954  1.5650
 3.59488E+08  4.0256  4.3411  1.4533  1.5230  1.5535  1.5525  1.5511  1.5505  1.5715  1.5583  1.5270
 3.92672E+08  4.0236  4.3224  1.4642  1.4876  1.5174  1.5155  1.5139  1.5129  1.5332  1.5197  1.4873
 4.24771E+08  4.0215  4.3031  1.4749  1.4517  1.4808  1.4779  1.4759  1.4745  1.4941  1.4802  1.4467
 4.55032E+08  4.0193  4.2836  1.4855  1.4160  1.4443  1.4404  1.4382  1.4362  1.4551  1.4408  1.4062
 4.87475E+08  4.0165  4.2611  1.4970  1.3760  1.4033  1.3981  1.3954  1.3929  1.4107  1.3960  1.3600
 5.17140E+08  4.0136  4.2388  1.5078  1.3373  1.3636  1.3570  1.3539  1.3507  1.3674  1.3522  1.3148
 5.48630E+08  4.0101  4.2131  1.5194  1.2942  1.3191  1.3108  1.3071  1.3031  1.3183  1.3027  1.2637
 5.76347E+08  4.0065  4.1884  1.5300  1.2542  1.2775  1.2674  1.2632  1.2583  1.2720  1.2559  1.2153
 6.05477E+08  4.0023  4.1601  1.5412  1.2101  1.2315  1.2193  1.2143  1.2084  1.2202  1.2035  1.1610
 6.36094E+08  3.9970  4.1271  1.5532  1.1608  1.1799  1.1650  1.1591  1.1518  1.1610  1.1436  1.0988
 6.61707E+08  3.9919  4.0966  1.5633  1.1174  1.1344  1.1169  1.1099  1.1012  1.1077  1.0896  1.0425
 6.88361E+08  3.9859  4.0619  1.5738  1.0706  1.0849  1.0641  1.0559  1.0454  1.0485  1.0295  0.9796
 7.09059E+08  3.9806  4.0325  1.5819  1.0332  1.0450  1.0212  1.0118  0.9997  0.9995  0.9798  0.9274
 7.30385E+08  3.9743  3.9990  1.5904  0.9933  1.0020  0.9746  0.9636  0.9494  0.9452  0.9245  0.8693
 7.52356E+08  3.9671  3.9614  1.5989  0.9516  0.9569  0.9253  0.9123  0.8955  0.8858  0.8642  0.8057
 7.67373E+08  3.9615  3.9336  1.6047  0.9234  0.9259  0.8909  0.8763  0.8572  0.8432  0.8207  0.7598
 7.82691E+08  3.9553  3.9028  1.6106  0.8946  0.8939  0.8549  0.8382  0.8165  0.7970  0.7738  0.7102
 7.98317E+08  3.9484  3.8693  1.6166  0.8665  0.8623  0.8186  0.7994  0.7745  0.7484  0.7242  0.6576
 8.14257E+08  3.9409  3.8330  1.6229  0.8396  0.8315  0.7822  0.7598  0.7311  0.6972  0.6718  0.6018
