#ID x y mag e_mag col1 e_col1 memb_prob sel
540.000000 74.949557 -69.814995  19.6040   0.0060   1.0130   0.0072   1.0000      1
526.000000 74.952787 -69.802074  19.6090   0.0060   1.0160   0.0072   1.0000      1
525.000000 74.960396 -69.800105  19.6030   0.0060   0.9980   0.0078   1.0000      1
1079.000000 74.940547 -69.801742  20.3620   0.0060   0.4560   0.0092   1.0000      1
1088.000000 74.949106 -69.800883  20.3730   0.0060   0.4530   0.0092   1.0000      1
530.000000 74.939182 -69.807826  19.6100   0.0040   0.9950   0.0057   0.9990      1
523.000000 74.951067 -69.796435  19.6170   0.0040   1.0330   0.0057   0.9990      1
927.000000 74.934353 -69.794736  20.1350   0.0050   0.3610   0.0078   0.9990      1
929.000000 74.953937 -69.799014  20.1450   0.0050   0.3830   0.0078   0.9990      1
900.000000 74.956640 -69.799785  20.1140   0.0060   0.3840   0.0085   0.9990      1
1005.000000 74.944226 -69.800564  20.3470   0.0060   0.5830   0.0085   0.9990      1
1022.000000 74.936515 -69.789907  20.3540   0.0060   0.5710   0.0085   0.9990      1
1027.000000 74.941702 -69.797971  20.3610   0.0060   0.5730   0.0085   0.9990      1
1057.000000 74.952352 -69.802774  20.3060   0.0060   0.3910   0.0092   0.9990      1
1080.000000 74.933699 -69.801348  20.3780   0.0070   0.4470   0.0099   0.9990      1
1099.000000 74.956999 -69.806886  20.3920   0.0060   0.4710   0.0092   0.9980      1
1041.000000 74.947406 -69.800517  20.3840   0.0070   0.5990   0.0092   0.9980      1
1104.000000 74.952293 -69.803048  20.4040   0.0070   0.4900   0.0099   0.9980      1
1111.000000 74.944318 -69.799421  20.4230   0.0070   0.5030   0.0099   0.9980      1
935.000000 74.957103 -69.805195  20.1760   0.0060   0.4320   0.0085   0.9970      1
986.000000 74.944720 -69.797846  20.2940   0.0060   0.5260   0.0085   0.9970      1
947.000000 74.934583 -69.794381  20.2210   0.0060   0.5220   0.0092   0.9970      1
895.000000 74.949276 -69.805406  20.1060   0.0070   0.3880   0.0092   0.9970      1
966.000000 74.955328 -69.803744  20.2900   0.0080   0.5410   0.0100   0.9970      1
1100.000000 74.938577 -69.798984  20.4080   0.0080   0.5080   0.0106   0.9970      1
30.000000 74.941621 -69.807038  18.5930   0.0030   1.2350   0.0036   0.9960      1
1112.000000 74.946531 -69.800131  20.4480   0.0060   0.5640   0.0085   0.9960      1
1102.000000 74.941465 -69.803737  20.3950   0.0080   0.4710   0.0106   0.9960      1
1119.000000 74.941036 -69.805799  20.4280   0.0090   0.4920   0.0114   0.9960      1
28.000000 74.937048 -69.801380  18.5820   0.0030   1.2300   0.0036   0.9930      1
402.000000 74.958019 -69.803682  19.4090   0.0040   1.0540   0.0050   0.9930      1
514.000000 74.959691 -69.806084  19.5950   0.0060   1.0230   0.0072   0.9930      1
926.000000 74.944662 -69.796297  20.2150   0.0060   0.5420   0.0085   0.9930      1
944.000000 74.954878 -69.800060  20.2390   0.0060   0.5180   0.0085   0.9930      1
972.000000 74.938738 -69.808845  20.2900   0.0070   0.5510   0.0092   0.9930      1
34.000000 74.941901 -69.802732  18.6040   0.0030   1.2310   0.0036   0.9920      1
88.000000 74.946548 -69.802727  18.8310   0.0040   1.1940   0.0045   0.9920      1
407.000000 74.948173 -69.800291  19.4130   0.0040   1.0420   0.0050   0.9920      1
405.000000 74.936122 -69.800796  19.4100   0.0050   1.0440   0.0058   0.9920      1
949.000000 74.933299 -69.807436  20.2380   0.0060   0.4940   0.0085   0.9920      1
988.000000 74.946538 -69.798704  20.2950   0.0060   0.5180   0.0085   0.9920      1
1084.000000 74.933987 -69.806825  20.3580   0.0080   0.4350   0.0106   0.9920      1
412.000000 74.942440 -69.787337  19.4140   0.0040   1.0400   0.0050   0.9910      1
478.000000 74.954621 -69.803859  19.5950   0.0050   1.0580   0.0058   0.9900      1
1018.000000 74.948279 -69.799502  20.3060   0.0060   0.4800   0.0085   0.9900      1
1052.000000 74.943224 -69.799530  20.3200   0.0070   0.4350   0.0099   0.9900      1
1250.000000 74.950401 -69.809122  20.4980   0.0070   0.4270   0.0099   0.9900      1
55.000000 74.943912 -69.798266  18.6530   0.0030   1.1870   0.0036   0.9890      1
83.000000 74.957856 -69.803706  18.8040   0.0030   1.2120   0.0036   0.9890      1
803.000000 74.958848 -69.802185  19.9760   0.0060   0.4260   0.0078   0.9890      1
878.000000 74.939161 -69.799205  20.1260   0.0060   0.4880   0.0085   0.9890      1
1133.000000 74.955055 -69.802643  20.4280   0.0060   0.4720   0.0092   0.9890      1
1146.000000 74.939970 -69.796100  20.4530   0.0060   0.5030   0.0092   0.9890      1
1070.000000 74.944909 -69.798356  20.3460   0.0070   0.4490   0.0099   0.9890      1
1521.000000 74.939249 -69.799663  20.6710   0.0070   0.4020   0.0106   0.9890      1
1525.000000 74.951367 -69.804656  20.6710   0.0070   0.4020   0.0106   0.9890      1
1318.000000 74.945878 -69.803431  20.5700   0.0080   0.4500   0.0106   0.9890      1
