#ID x y mag e_mag col1 e_col1 memb_prob sel
1203.000000 91.184633 -75.434401  21.0270   0.0040   0.5220   0.0057   1.0000      1
1852.000000 91.179460 -75.441287  21.4740   0.0060   0.7170   0.0078   0.9990      1
241.000000 91.173420 -75.446744  19.7460   0.0020   1.5120   0.0022   0.9980      1
289.000000 91.178496 -75.437527  19.7420   0.0020   1.5050   0.0028   0.9980      1
524.000000 91.182922 -75.437212  20.3450   0.0030   0.6380   0.0042   0.9980      1
782.000000 91.181483 -75.432675  20.7390   0.0030   0.7080   0.0042   0.9980      1
514.000000 91.175287 -75.428561  20.3470   0.0040   0.6150   0.0050   0.9980      1
1260.000000 91.180901 -75.435885  21.0250   0.0040   0.5290   0.0057   0.9980      1
1375.000000 91.174123 -75.436858  21.0870   0.0040   0.5190   0.0064   0.9980      1
2568.000000 91.191555 -75.437685  21.9680   0.0060   0.7710   0.0085   0.9980      1
4488.000000 91.169500 -75.438472  22.9960   0.0180   0.7420   0.0228   0.9980      1
586.000000 91.173862 -75.433660  20.5190   0.0030   0.6670   0.0042   0.9970      1
1287.000000 91.176887 -75.434458  21.0380   0.0040   0.5220   0.0057   0.9970      1
296.000000 91.182266 -75.438976  19.7120   0.0020   1.4510   0.0028   0.9960      1
407.000000 91.181823 -75.441986  20.0810   0.0020   1.5520   0.0028   0.9960      1
409.000000 91.183980 -75.431876  20.1030   0.0030   1.5620   0.0036   0.9960      1
1347.000000 91.174399 -75.435917  21.0860   0.0040   0.6030   0.0057   0.9960      1
1775.000000 91.191454 -75.436517  21.4690   0.0040   0.7420   0.0064   0.9960      1
286.000000 91.185789 -75.439701  19.7490   0.0020   1.5040   0.0022   0.9950      1
676.000000 91.189183 -75.445664  20.6270   0.0030   0.7080   0.0042   0.9950      1
868.000000 91.188611 -75.435941  20.7110   0.0030   0.5790   0.0050   0.9950      1
988.000000 91.178270 -75.432218  20.8060   0.0040   0.5130   0.0057   0.9950      1
2791.000000 91.184844 -75.431517  22.1640   0.0070   0.9150   0.0092   0.9950      1
5776.000000 91.169858 -75.436145  24.5540   0.0300   2.2460   0.0533   0.9950      1
320.000000 91.187935 -75.437166  19.7850   0.0020   1.4900   0.0028   0.9940      1
331.000000 91.182614 -75.443291  19.7850   0.0020   1.4920   0.0028   0.9940      1
418.000000 91.184707 -75.436547  20.2340   0.0030   1.5690   0.0036   0.9940      1
428.000000 91.189015 -75.434706  20.2790   0.0030   1.5100   0.0036   0.9940      1
449.000000 91.185447 -75.436742  20.4860   0.0030   1.4720   0.0036   0.9940      1
461.000000 91.178937 -75.439198  20.2480   0.0030   0.7920   0.0042   0.9940      1
691.000000 91.176501 -75.436644  20.6300   0.0030   0.5930   0.0042   0.9940      1
826.000000 91.183094 -75.428423  20.7120   0.0030   0.5740   0.0050   0.9940      1
463.000000 91.169566 -75.439433  20.2590   0.0040   0.7720   0.0050   0.9940      1
1020.000000 91.172084 -75.439456  20.9350   0.0040   0.7440   0.0057   0.9940      1
426.000000 91.175852 -75.440124  20.2740   0.0030   1.5220   0.0036   0.9930      1
512.000000 91.177191 -75.432270  20.3280   0.0030   0.5780   0.0042   0.9930      1
760.000000 91.178316 -75.449244  20.6790   0.0030   0.6470   0.0050   0.9930      1
639.000000 91.178414 -75.440317  20.5960   0.0040   0.6450   0.0057   0.9930      1
1334.000000 91.180150 -75.436174  21.0820   0.0050   0.6020   0.0071   0.9930      1
2582.000000 91.173477 -75.433029  21.9640   0.0060   0.7550   0.0085   0.9930      1
5925.000000 91.177922 -75.430931  24.6420   0.0350   2.2680   0.0408   0.9930      1
315.000000 91.185090 -75.433793  19.8100   0.0020   1.4910   0.0028   0.9920      1
773.000000 91.188200 -75.440807  20.7180   0.0030   0.6870   0.0050   0.9920      1
832.000000 91.182438 -75.434511  20.7200   0.0040   0.6290   0.0057   0.9920      1
1057.000000 91.185621 -75.435053  20.9030   0.0040   0.5100   0.0057   0.9920      1
1262.000000 91.181506 -75.434736  21.0760   0.0040   0.6570   0.0057   0.9920      1
1212.000000 91.171935 -75.439012  21.0890   0.0050   0.6080   0.0064   0.9920      1
677.000000 91.183412 -75.443603  20.6200   0.0030   0.7000   0.0042   0.9910      1
704.000000 91.169911 -75.438227  21.0210   0.0040   1.4340   0.0050   0.9910      1
934.000000 91.180851 -75.433546  20.8080   0.0040   0.4980   0.0057   0.9910      1
1373.000000 91.177975 -75.432640  21.0950   0.0040   0.5040   0.0057   0.9910      1
1200.000000 91.179019 -75.437228  21.0000   0.0040   0.6090   0.0064   0.9910      1
